"unit","frame","path","width","height","sha256"
"seola","attack_1","assets/sprites/characters/battle/frames/seola/attack_1.png","224","336","deb5fb69626681aab797c01b3212032f353acfdc444b48d96f51cd84c2668701"
"seola","attack_2","assets/sprites/characters/battle/frames/seola/attack_2.png","224","336","f152c38b6bfe7936e244c7b1a53c1952c728b300fb8a58f07b0ee91c572b7402"
"seola","attack_3","assets/sprites/characters/battle/frames/seola/attack_3.png","224","336","5bb3f4494fa6ac0e0d9502e9f87b0f9323a0d61a1d6261d28166bfa5c15eb372"
"seola","death_0","assets/sprites/characters/battle/frames/seola/death_0.png","224","336","aefa3a55874859a9f1cb303394d73a315743f0e9929b1f2dfd998f8a4c9802e5"
"seola","death_1","assets/sprites/characters/battle/frames/seola/death_1.png","224","336","c1a8c5130e1966bd72de3a9056a9b03f5f6bf7974634caad17639892eb20dda4"
"seola","death_2","assets/sprites/characters/battle/frames/seola/death_2.png","224","336","00019165b5fc9bb3a2cfe06aaa20ddc8768b153399eb2506fbb576223cba8680"
"seola","death_3","assets/sprites/characters/battle/frames/seola/death_3.png","224","336","5fe9601c9e3fda14afdd29ffd68c49393caa87d216827417aea19210fcb3bdeb"
"seola","hit_0","assets/sprites/characters/battle/frames/seola/hit_0.png","224","336","bed1e919ef18d275d748012ecdf081aaaebbdeb524fea7a973a41d930a562d9b"
"seola","hit_1","assets/sprites/characters/battle/frames/seola/hit_1.png","224","336","87deb3e60eb6f1ce2217aa36ff107804280510d6e803f2f56af8aa1fed330488"
"seola","idle_0","assets/sprites/characters/battle/frames/seola/idle_0.png","224","336","09fadde4b0fe8b2a3435e90a84d532f7f4aa4ccec8b636e2c81db5d146885722"
"seola","idle_1","assets/sprites/characters/battle/frames/seola/idle_1.png","224","336","d6bbc80e09a8aa0216cbc78476dfa5c42b7914d574caae145ad6e39958e0f72e"
"seola","idle_2","assets/sprites/characters/battle/frames/seola/idle_2.png","224","336","04c3b4c9e4e4c3f4b9108ffb28630b8bffdf4f093cb0e30a5785f8e99830cad4"
"seola","idle_3","assets/sprites/characters/battle/frames/seola/idle_3.png","224","336","2437220321235c719385cb891698733cf03add18a185e743c099b06c565920a3"
"taehee","attack_0","assets/sprites/characters/battle/frames/taehee/attack_0.png","224","336","f844062d388d097865cb42d17c13149a63d4f6590e965b54798cdf857a26c20f"
"taehee","attack_1","assets/sprites/characters/battle/frames/taehee/attack_1.png","224","336","37564cb663875c227ba15ba9601fec93d8d557de2a70a05ded77093913f6e700"
"taehee","attack_2","assets/sprites/characters/battle/frames/taehee/attack_2.png","224","336","7539926cc3c71234acec7546cfb09c6c22733b57b545587eb7b653e60ea7265e"
"taehee","attack_3","assets/sprites/characters/battle/frames/taehee/attack_3.png","224","336","ed8b3221770d721350de66f350910190a884287283cccaedd3b153540b060db1"
"taehee","death_0","assets/sprites/characters/battle/frames/taehee/death_0.png","224","336","457c8d13737ea29fc4b4f81ac131799f2164c2887559551caee7a5097ae70d38"
"taehee","death_1","assets/sprites/characters/battle/frames/taehee/death_1.png","224","336","824dbbfe864bae21a5f49d3934bcdbf264a58d447d56e8aab12807ec40e77d76"
"taehee","death_2","assets/sprites/characters/battle/frames/taehee/death_2.png","224","336","01b1c12809e47142327ba5ccfa723771d1e0740464b6342ac0b9ac560ca76eab"
"taehee","death_3","assets/sprites/characters/battle/frames/taehee/death_3.png","224","336","a245444efa31d271cb74b7b42141b4b3c8b7d8e7b5773f88ac3e028b1f82d4a7"
"taehee","hit_0","assets/sprites/characters/battle/frames/taehee/hit_0.png","224","336","e55edb431a1fd951cf53dce82b8bb4cf3e6d04f08251e39eb54966d2f36053d8"
"taehee","hit_1","assets/sprites/characters/battle/frames/taehee/hit_1.png","224","336","bcbbaf5278b71656b4c35e510c018b8c1430cad05f0e06b7a9191b1b9340ef14"
"taehee","idle_0","assets/sprites/characters/battle/frames/taehee/idle_0.png","224","336","8f6530a1b58f8450bd0a5cfb1c657f6400a66ec82bbdc117aed0c4626d1a3bb7"
"taehee","idle_1","assets/sprites/characters/battle/frames/taehee/idle_1.png","224","336","33896dd5c92f8e8a0104f19d27ba974e24345dd1968d84111a0e8f4831089fbc"
"taehee","idle_2","assets/sprites/characters/battle/frames/taehee/idle_2.png","224","336","73b9e824b37dda5f868bb5fe99ffb805f2e105ec1809a6164fb6d1ac3a1860b4"
"taehee","idle_3","assets/sprites/characters/battle/frames/taehee/idle_3.png","224","336","94fbbabff8048db49a8d0dcd4431de178c6ca4b5c556a3e619346a14584e5c08"
"arin","attack_0","assets/sprites/characters/battle/frames/arin/attack_0.png","224","336","3db956d97ed01d0299312f97eb04acd1ec479d887950b209c444121586a38ba2"
"arin","attack_1","assets/sprites/characters/battle/frames/arin/attack_1.png","224","336","771ba62e8a4e0bdc0aa04c5648ed8374f7f2af7e2a251e53483aed0a73e3aff0"
"arin","attack_2","assets/sprites/characters/battle/frames/arin/attack_2.png","224","336","151cdda4cee4c07d4d0a9af5de5371f5b25e6250716962d274d6c067ec93bb5a"
"arin","attack_3","assets/sprites/characters/battle/frames/arin/attack_3.png","224","336","4268483ae1019dd6cef129959e36820bfc0677c656a2417a09feb7dc8dc8152a"
"arin","death_0","assets/sprites/characters/battle/frames/arin/death_0.png","224","336","fbb8b375ea166450eae7247cd5dec79c0c03ca894289c81410c78db7a16552b5"
"arin","death_1","assets/sprites/characters/battle/frames/arin/death_1.png","224","336","827077d19e9780037d6872f99fa79914b7a90697566bc8645ecd7c6cbb471777"
"arin","death_2","assets/sprites/characters/battle/frames/arin/death_2.png","224","336","d70d6f3f532fbebec19626aba7531859cb93afe1cbef29ee1adaa45e1f34d047"
"arin","death_3","assets/sprites/characters/battle/frames/arin/death_3.png","224","336","7d1027b80a0afc069fec92e48c4bf8f74fe36803327cedefc8892d7e0bbda534"
"arin","hit_0","assets/sprites/characters/battle/frames/arin/hit_0.png","224","336","38821f190b5127af411af54dc896be8ff2b04c2121b2eb15b80ca5c3b6b23cd2"
"arin","hit_1","assets/sprites/characters/battle/frames/arin/hit_1.png","224","336","ee9d5352e75d64b975a3bfe5db69f2db2a79520af6cfad715d0f918241914cac"
"arin","idle_0","assets/sprites/characters/battle/frames/arin/idle_0.png","224","336","282fa9481d4429c75b0e78cf25883e94764a4977c5c0445b4a777070c7a967e6"
"arin","idle_1","assets/sprites/characters/battle/frames/arin/idle_1.png","224","336","2877690480a88fbd6eb46cc6390861af8b7cdf30b2d8c739e707620ae41d6cd0"
"arin","idle_2","assets/sprites/characters/battle/frames/arin/idle_2.png","224","336","a0c785b37cc586a4d9b6443620c1e450a6c146a7dbd630f39faa52e29947d4e8"
"arin","idle_3","assets/sprites/characters/battle/frames/arin/idle_3.png","224","336","284462eea5641a64f55d59856b3524c44ee0a3244dd66f5f9f68f84edb123eea"
"gangji","attack_0","assets/sprites/characters/battle/frames/gangji/attack_0.png","224","336","7a04cda240468e3cef6be1bf03e976df037c498eb05f98869a9f624e1efe0952"
"gangji","attack_1","assets/sprites/characters/battle/frames/gangji/attack_1.png","224","336","a08228a2a22d493426486acdb89b801f9602ddd566554638982f4fc52b5b5a07"
"gangji","attack_2","assets/sprites/characters/battle/frames/gangji/attack_2.png","224","336","9aee9003d13dfb566930beb70cdf73a67d0323eb26dfcd5312cf72f066b696d5"
"gangji","attack_3","assets/sprites/characters/battle/frames/gangji/attack_3.png","224","336","5bbbca0316261573a9fc637c8d17f683b7c4a40fc8e88df036172534364fad87"
"gangji","death_0","assets/sprites/characters/battle/frames/gangji/death_0.png","224","336","93865469b1e09f1886c4f27ceda8fe6530ecf53bfd3feb9c6bc5f91a20a6c056"
"gangji","death_1","assets/sprites/characters/battle/frames/gangji/death_1.png","224","336","86606b3f844fa2c0f36c3423a1a10bcda6ac8d498dd78d8c0875b88482f50cce"
"gangji","death_2","assets/sprites/characters/battle/frames/gangji/death_2.png","224","336","10a169febb04f46015cfb5b2da6d7f42afbc318d17f3faed60ac9b442a4b9eb1"
"gangji","death_3","assets/sprites/characters/battle/frames/gangji/death_3.png","224","336","43ffa15bd29c78c200f757d6b2e91726730fdc0387274985f06f2677e89cc5cb"
"gangji","hit_0","assets/sprites/characters/battle/frames/gangji/hit_0.png","224","336","48373f3adbe297eea49c3025df535e77bd8f686b5c67fab5a3b81c2145534176"
"gangji","hit_1","assets/sprites/characters/battle/frames/gangji/hit_1.png","224","336","772384eab00c55cb5f166e9b25fb368213f0956b661c8bc8dfd22f03907686ca"
"gangji","idle_0","assets/sprites/characters/battle/frames/gangji/idle_0.png","224","336","53e51ca05a97ba3365e4d769273a90acdeeac68557a72f1b70cca3f67819635b"
"gangji","idle_1","assets/sprites/characters/battle/frames/gangji/idle_1.png","224","336","d6516662731d0f6779f95a39c3409ad6fd039fdb6eee16e7653e711dbc3993af"
"gangji","idle_2","assets/sprites/characters/battle/frames/gangji/idle_2.png","224","336","88c07e1adb1176c3f86d4ea382c4b16367607d78eea1799c041690f518968a25"
"gangji","idle_3","assets/sprites/characters/battle/frames/gangji/idle_3.png","224","336","a47dc6cec1f7c3580407a5caa7625c321da8815cb4d09d1ee98f430d93ee0c9e"
"mammoth_beastfolk","attack_0","assets/sprites/enemies/battle/frames/mammoth_beastfolk/attack_0.png","248","312","75b73ca755c74800b2bea2ca0c4654deb9b686fa55241033febc33d008ea32d5"
"mammoth_beastfolk","attack_1","assets/sprites/enemies/battle/frames/mammoth_beastfolk/attack_1.png","248","312","2b75e8833ebbd5ea766ce24b1dccaa79af78610726b02def7f46587845b5ef6a"
"mammoth_beastfolk","attack_2","assets/sprites/enemies/battle/frames/mammoth_beastfolk/attack_2.png","248","312","6dc6b09f8a075a4733394170a92fa1b4ba620179a64facf64a20f4534b5a37fa"
"mammoth_beastfolk","attack_3","assets/sprites/enemies/battle/frames/mammoth_beastfolk/attack_3.png","248","312","ed5be4343f935fd77081050c44ac90121432cad4443ae4770060f28c8dcc3e14"
"mammoth_beastfolk","death_0","assets/sprites/enemies/battle/frames/mammoth_beastfolk/death_0.png","248","312","308009e277ad7f4ae8db5ecb15ad6cf517bb3eea8245ab451eeb88bbba765777"
"mammoth_beastfolk","death_1","assets/sprites/enemies/battle/frames/mammoth_beastfolk/death_1.png","248","312","3a1798a425b2ddf70e5f54f2490e9596c8173560e0cb9c7ea77f2d2c88c554f6"
"mammoth_beastfolk","death_2","assets/sprites/enemies/battle/frames/mammoth_beastfolk/death_2.png","248","312","5e64c8607139c5a696f7cf28cce23b08233e2230471d21cb71760264e1059d49"
"mammoth_beastfolk","death_3","assets/sprites/enemies/battle/frames/mammoth_beastfolk/death_3.png","248","312","b25fc83fbdf836a8f140f6f2eaa882725aa2143a26183859330a45e8d61d4f67"
"mammoth_beastfolk","hit_0","assets/sprites/enemies/battle/frames/mammoth_beastfolk/hit_0.png","248","312","aa734a2218d273134fddf7d172da45f58cd5950256c595aae14a1b2bdb7b1197"
"mammoth_beastfolk","hit_1","assets/sprites/enemies/battle/frames/mammoth_beastfolk/hit_1.png","248","312","d354c5e7c8b6c416c5d575f4bd4698b103485132dd3251a06cbe3371f07c03a0"
"mammoth_beastfolk","idle_0","assets/sprites/enemies/battle/frames/mammoth_beastfolk/idle_0.png","248","312","411f6cba79c42c20b9a5c30646ab71cdeb221bfeebb319b77e681fddcb9b2782"
"mammoth_beastfolk","idle_1","assets/sprites/enemies/battle/frames/mammoth_beastfolk/idle_1.png","248","312","d8d615fe2edf6c0383cf69065bb602f9a77db7d8c9eb80b6147064bec56da1ea"
"mammoth_beastfolk","idle_2","assets/sprites/enemies/battle/frames/mammoth_beastfolk/idle_2.png","248","312","18007a2dad24ab9d6dc0f88936b7d62d7f45d9b1db271d774f46d7787ee80e91"
"mammoth_beastfolk","idle_3","assets/sprites/enemies/battle/frames/mammoth_beastfolk/idle_3.png","248","312","96f64ec5cc19f9f5744fe9d9855af456cc63da5dc1c026b0d0f08d8f82346986"
"mammoth_boss","attack_0","assets/sprites/enemies/battle/frames/mammoth_boss/attack_0.png","248","312","0420f662d0b9d9f3c2b0550302346c4c938fdedcba8a8d896859ccd4483fa38b"
"mammoth_boss","attack_1","assets/sprites/enemies/battle/frames/mammoth_boss/attack_1.png","248","312","d297442b062750e7d761a63bc2209cd4536dd7d49366ec4c972517a242b0132d"
"mammoth_boss","attack_2","assets/sprites/enemies/battle/frames/mammoth_boss/attack_2.png","248","312","7fb8676848fd3a30630cd221e7d2a3e8cd5e540592f20274ef4124501176d1d9"
"mammoth_boss","attack_3","assets/sprites/enemies/battle/frames/mammoth_boss/attack_3.png","248","312","1d60222d99c91e3cc8ba32f0ab6306b32aefcafa9a68b33a909f74f05bf0af35"
"mammoth_boss","death_0","assets/sprites/enemies/battle/frames/mammoth_boss/death_0.png","248","312","5656c3dc9119499897cdac383dc11b9c67961b48ee12a828b67d7501eb6971e1"
"mammoth_boss","death_1","assets/sprites/enemies/battle/frames/mammoth_boss/death_1.png","248","312","0b08a0fc0ace00b31db8333ace8653baf62197a7bd74bb6da24ba1d50471641e"
"mammoth_boss","death_2","assets/sprites/enemies/battle/frames/mammoth_boss/death_2.png","248","312","5426e2d55c77e165463cddfb42505738d59a62210a87320bcff0fe75187cf898"
"mammoth_boss","death_3","assets/sprites/enemies/battle/frames/mammoth_boss/death_3.png","248","312","1307939156c9d82411e5b5473eb2fd3fd382932f7de1ac82d3f408167c1c2a1a"
"mammoth_boss","hit_0","assets/sprites/enemies/battle/frames/mammoth_boss/hit_0.png","248","312","d3aa11621ce236378955e2e20b8a7e92f7c474740612b5971e79d9d7289d5853"
"mammoth_boss","hit_1","assets/sprites/enemies/battle/frames/mammoth_boss/hit_1.png","248","312","0d64896132f1a83c251724d3c9df5a61f6a9ed4ca9dbf31bc74866acb9776926"
"mammoth_boss","idle_0","assets/sprites/enemies/battle/frames/mammoth_boss/idle_0.png","248","312","fb994e51eb82b3092358d6043fcf565f9b8255783d401b3ddda58adc84085cf1"
"mammoth_boss","idle_1","assets/sprites/enemies/battle/frames/mammoth_boss/idle_1.png","248","312","6488bc57a8ecb85b848e7754c7edcd870ab4c2c0613288699cfe5384a837d132"
"mammoth_boss","idle_2","assets/sprites/enemies/battle/frames/mammoth_boss/idle_2.png","248","312","c91e7f9969842b75742b37ac271347c4af2180b64154f31cde77aab09a97a1f7"
"mammoth_boss","idle_3","assets/sprites/enemies/battle/frames/mammoth_boss/idle_3.png","248","312","38f03b413292e93164ee07b7e33531e30edef23f267389c67b4d40f288c624c8"
"velociraptor_beastfolk","attack_0","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/attack_0.png","248","312","8557cae546a11efc8f77fd2ea879922f54b03d2e0ad27d1381622300d1756304"
"velociraptor_beastfolk","attack_1","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/attack_1.png","248","312","7a54c48c558633a9d6fff3cc8a37620ba9b22bf4b83172abe766b11ec6104999"
"velociraptor_beastfolk","attack_2","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/attack_2.png","248","312","9d001ce1d8b92f9355e3ea37c0b58dc502d340009fbb0c7be410a3ee8e3809a4"
"velociraptor_beastfolk","attack_3","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/attack_3.png","248","312","0e2d40df35e61a38d2ba457477b0d5bac569ae7e152ea0cfd9b15eb552d444cd"
"velociraptor_beastfolk","death_0","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/death_0.png","248","312","db62a52425bc4d4f40d57a61156b0eac3f915b99945fd2eeead5eeaf50afac85"
"velociraptor_beastfolk","death_1","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/death_1.png","248","312","7004b427298876cb16aad3198157fd8fb30173ac17becdecb5392fb427a8e0da"
"velociraptor_beastfolk","death_2","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/death_2.png","248","312","9c28d3a372450def293a74539525814e34a3fce949374266db46d553b86fa0be"
"velociraptor_beastfolk","death_3","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/death_3.png","248","312","1a561d6061b1e3247c94d43e5d2972e1e59f129ad4d0419def0803af3db04781"
"velociraptor_beastfolk","hit_0","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/hit_0.png","248","312","f853202edf77f53ce17fed10b42b44b626184930b1faefe406ef6ea420f26726"
"velociraptor_beastfolk","hit_1","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/hit_1.png","248","312","8c9bf87f6eba1d0f23ffa7119fadb6ab2c061221647670e7ed0fe8c51268861a"
"velociraptor_beastfolk","idle_0","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/idle_0.png","248","312","f131ab4ec11ab8d7f61bb47ff9fa4e2f0cfb1debf571674587cfe0b3173a84b7"
"velociraptor_beastfolk","idle_1","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/idle_1.png","248","312","51a7dbd78f4d5318972f57bd028ce9190708b1dab079975e2cfa33c54a484b2c"
"velociraptor_beastfolk","idle_2","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/idle_2.png","248","312","45495ab94ec9979bb9cc12091a5c25abdb74f341799103d1c416da990c6ba568"
"velociraptor_beastfolk","idle_3","assets/sprites/enemies/battle/frames/velociraptor_beastfolk/idle_3.png","248","312","0f4b2a6364b8e43616e3c4d4d2308f78350ed46b4ee5a3cdf07b6881ba201ebb"
"velociraptor_beastfolk_2","attack_0","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/attack_0.png","248","312","5778d28c0b05ca26f302af76525a6e6c824d272f752feb2c8c2b08b9050c025b"
"velociraptor_beastfolk_2","attack_1","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/attack_1.png","248","312","b38652c6c8855ea44b7cfd3774eaa5c058c5f644be1625108915ee5480d2ccf7"
"velociraptor_beastfolk_2","attack_2","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/attack_2.png","248","312","acade8e14103a85aed8c23ed21033ba6bfca49f4667b77969ab47283dbf00b0d"
"velociraptor_beastfolk_2","attack_3","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/attack_3.png","248","312","4425c896641fb4410223f8975b7db8eeabee9d5d43ec935169da021a801bd7ec"
"velociraptor_beastfolk_2","death_0","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/death_0.png","248","312","598df893c93dd210350c959c7f9c3630f456849b2c9c7de5851e4b4bf61bd5cb"
"velociraptor_beastfolk_2","death_1","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/death_1.png","248","312","655ecda56766663e048c25a11826826606b508830707b511fbb1cbc64e89d94e"
"velociraptor_beastfolk_2","death_2","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/death_2.png","248","312","cc7beec0b8dddea85fcd07ac8de2ca00dbb862e049d708042203ec85d387ef36"
"velociraptor_beastfolk_2","death_3","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/death_3.png","248","312","b3627d3dfb35c44554fd9f19f43e3411824b20263b4d482fb0d7506de20142d5"
"velociraptor_beastfolk_2","hit_0","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/hit_0.png","248","312","2d7c95f42c73119f213c52345faf5752a9b01bd28d377afce8073a50ab438c4e"
"velociraptor_beastfolk_2","hit_1","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/hit_1.png","248","312","0ca8a9cf21fa37c3788085b4f5dd0f71fbca556eda09ef108085818fd0b4b637"
"velociraptor_beastfolk_2","idle_0","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/idle_0.png","248","312","43ad0e764f3f6e9d304224343ad2fd7ac735c3af89f42f113ce58f8b79ead92b"
"velociraptor_beastfolk_2","idle_1","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/idle_1.png","248","312","6fdc7452cf4582ea288657dbfb6678d7b59eb82f501b953a36132c1f009adaf9"
"velociraptor_beastfolk_2","idle_2","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/idle_2.png","248","312","e46cc6632a6778f1f69db0dc431b046652224ac58edb1cad9a11c959a2f12405"
"velociraptor_beastfolk_2","idle_3","assets/sprites/enemies/battle/frames/velociraptor_beastfolk_2/idle_3.png","248","312","096d73194e15e5487a2f8ceaeaa0b704140e30f1379df1f70b017c378e9d94e6"
"seoa","attack_0","assets/sprites/enemies/battle/frames/seoa/attack_0.png","248","312","54f83862183c803a3f2e953588457b27a3e2159bab723544d4c99435ac08cfe6"
"seoa","attack_1","assets/sprites/enemies/battle/frames/seoa/attack_1.png","248","312","375733e1ee9c70e2367d7ac5b69c4ff9199cb236afdafd65e234001bbe5ecc82"
"seoa","attack_2","assets/sprites/enemies/battle/frames/seoa/attack_2.png","248","312","6866c79fff2a07ea0583ac7a7f1a83e0f17600bd047a50a530cdbc7d7956a602"
"seoa","attack_3","assets/sprites/enemies/battle/frames/seoa/attack_3.png","248","312","4b9522746a1a062ea054438d99ae6f14bfd46b36169c6d8a773fb96775b068f4"
"seoa","death_0","assets/sprites/enemies/battle/frames/seoa/death_0.png","248","312","c085233abb619d20e73d8f30b27674c36caea673163b9c26e8b06815138ca414"
"seoa","death_1","assets/sprites/enemies/battle/frames/seoa/death_1.png","248","312","250eb14bd2787ec4577547a022bb4d5ab8e2c2fb8e851b8e198e77ce9ae61a5c"
"seoa","death_2","assets/sprites/enemies/battle/frames/seoa/death_2.png","248","312","cea2f5d0369e07eb52574cbdaefcc383788a1482644e691bb64611d8480c223d"
"seoa","death_3","assets/sprites/enemies/battle/frames/seoa/death_3.png","248","312","ed4220855474d5a2ceae6aaa62ab743432c07d54702b4f0c415d06d175edfb88"
"seoa","hit_0","assets/sprites/enemies/battle/frames/seoa/hit_0.png","248","312","505e91cd10f45aefd32c9de556690ddb492d58792b2d34e2de47566b85ede758"
"seoa","hit_1","assets/sprites/enemies/battle/frames/seoa/hit_1.png","248","312","5bc63469dd53fe12106b778feda3bd36001c04ac062817d2828b82d8a7222c5b"
"seoa","idle_0","assets/sprites/enemies/battle/frames/seoa/idle_0.png","248","312","fcba9df320b81e4d4ad6aac61b66b3f2b2c9e9a0649aac7bb3384dfb1203262a"
"seoa","idle_1","assets/sprites/enemies/battle/frames/seoa/idle_1.png","248","312","ab00641c0c07b954513f408897956834220d6476746f542540e87495fce297d2"
"seoa","idle_2","assets/sprites/enemies/battle/frames/seoa/idle_2.png","248","312","71e086fb9abb519eb34cf19879dda24b64e7279233ccedef9ea1aee51bbcd9fd"
"seoa","idle_3","assets/sprites/enemies/battle/frames/seoa/idle_3.png","248","312","710aac96998d8487ac39be3eab09c22c73e6d354bad4e8b38db11373d8416835"
"pterosaur_queen","attack_0","assets/sprites/enemies/battle/frames/pterosaur_queen/attack_0.png","248","312","643f0d98a70db2af47c10d4e8765f144405c29d85ca6958f66049388b2b01b32"
"pterosaur_queen","attack_1","assets/sprites/enemies/battle/frames/pterosaur_queen/attack_1.png","248","312","95e6eef07f11ad81143d928076af4b5bcf786b89989aa48d382abc25784dad94"
